model_size,checkpoint_step,n_words_correlated,layer_num,method,id
1.4b,2,2,3,pca,197.0
1.4b,2,2,3,pr,149.2815450984697
1.4b,2,2,3,2nn,23.311814163380834
1.4b,2,2,4,mle,21.556151005069328
1.4b,2,2,4,pca,194.0
1.4b,2,2,4,pr,145.16639773008404
1.4b,2,2,4,2nn,22.776623460228627
1.4b,2,2,5,mle,20.795634386348883
1.4b,2,2,5,pca,189.0
1.4b,2,2,5,pr,141.0208859916068
1.4b,2,2,5,2nn,22.398428463017495
1.4b,2,2,6,mle,20.259121118854377
1.4b,2,2,6,pca,188.0
1.4b,2,2,6,pr,137.98442233984662
1.4b,2,2,6,2nn,22.09934799120415
1.4b,2,2,7,mle,19.863730836418934
1.4b,2,2,7,pca,185.0
1.4b,2,2,7,pr,135.00004551906534
1.4b,2,2,7,2nn,21.818791916427937
1.4b,2,2,8,mle,19.580285358414127
1.4b,2,2,8,pca,182.0
1.4b,2,2,8,pr,132.71439336983616
1.4b,2,2,8,2nn,21.61617358096955
1.4b,2,2,9,mle,19.361518231838414
1.4b,2,2,9,pca,180.0
1.4b,2,2,9,pr,131.09983737789247
1.4b,2,2,9,2nn,21.36004523492218
1.4b,2,2,10,mle,19.181858469777076
1.4b,2,2,10,pca,176.0
1.4b,2,2,10,pr,129.25604243045996
1.4b,2,2,10,2nn,21.09238726190301
1.4b,2,2,11,mle,18.974131992129983
1.4b,2,2,11,pca,174.0
1.4b,2,2,11,pr,127.47680225256018
1.4b,2,2,11,2nn,20.991311660951673
1.4b,2,2,12,mle,18.845409933794727
1.4b,2,2,12,pca,172.0
1.4b,2,2,12,pr,125.7995220353618
1.4b,2,2,12,2nn,20.88018857329236
1.4b,2,2,13,mle,18.70364798247016
1.4b,2,2,13,pca,173.0
1.4b,2,2,13,pr,124.39513147455042
1.4b,2,2,13,2nn,20.714928640344386
1.4b,2,2,14,mle,18.649510149715592
1.4b,2,2,14,pca,169.0
1.4b,2,2,14,pr,123.20061836804757
1.4b,2,2,14,2nn,20.62748458222367
1.4b,2,2,15,mle,18.523026889133675
1.4b,2,2,15,pca,169.0
1.4b,2,2,15,pr,122.13808894827888
1.4b,2,2,15,2nn,20.47019131023393
1.4b,2,2,16,mle,18.40555781115968
1.4b,2,2,16,pca,166.0
1.4b,2,2,16,pr,120.58477910676874
1.4b,2,2,16,2nn,20.413532130685162
1.4b,2,2,17,mle,18.312229180597164
1.4b,2,2,17,pca,163.0
1.4b,2,2,17,pr,119.51683893315905
1.4b,2,2,17,2nn,20.374772353216752
1.4b,2,2,18,mle,18.214161486888514
1.4b,2,2,18,pca,164.0
1.4b,2,2,18,pr,118.75234852643045
1.4b,2,2,18,2nn,20.30294864955676
1.4b,2,2,19,mle,18.141407557645323
1.4b,2,2,19,pca,162.0
1.4b,2,2,19,pr,118.10185965551214
1.4b,2,2,19,2nn,20.22713524902628
1.4b,2,2,20,mle,18.111089999118082
1.4b,2,2,20,pca,161.0
1.4b,2,2,20,pr,117.10283890355605
1.4b,2,2,20,2nn,20.154548818145432
1.4b,2,2,21,mle,18.044397287344136
1.4b,2,2,21,pca,160.0
1.4b,2,2,21,pr,116.21143775354413
1.4b,2,2,21,2nn,20.15112455682192
1.4b,2,2,22,mle,17.978730177051034
1.4b,2,2,22,pca,159.0
1.4b,2,2,22,pr,115.41396330358509
1.4b,2,2,22,2nn,20.14373044909586
1.4b,2,2,23,mle,17.9404520381506
1.4b,2,2,23,pca,158.0
1.4b,2,2,23,pr,114.51197966970803
1.4b,2,2,23,2nn,20.05488342853969
1.4b,2,3,0,mle,18.33418158313231
1.4b,2,3,0,pca,164.0
1.4b,2,3,0,pr,121.14432943048406
1.4b,2,3,0,2nn,14.745989400001738
1.4b,2,3,1,mle,15.67037527315692
1.4b,2,3,1,pca,167.0
1.4b,2,3,1,pr,125.96164891848237
1.4b,2,3,1,2nn,15.642427280674411
1.4b,2,3,2,mle,13.994944978143117
1.4b,2,3,2,pca,172.0
1.4b,2,3,2,pr,123.81110713423017
1.4b,2,3,2,2nn,16.297601091974315
1.4b,2,3,3,mle,13.433315452987395
1.4b,2,3,3,pca,171.0
1.4b,2,3,3,pr,120.27621788314052
1.4b,2,3,3,2nn,16.430944764246835
1.4b,2,3,4,mle,13.1994925653362
1.4b,2,3,4,pca,166.0
1.4b,2,3,4,pr,117.00820160747837
1.4b,2,3,4,2nn,16.412428760949574
1.4b,2,3,5,mle,13.134311858873954
1.4b,2,3,5,pca,165.0
1.4b,2,3,5,pr,113.62589799937858
1.4b,2,3,5,2nn,16.39353222298212
1.4b,2,3,6,mle,13.062832840154504
1.4b,2,3,6,pca,161.0
1.4b,2,3,6,pr,111.04700503197735
1.4b,2,3,6,2nn,16.34013147369474
1.4b,2,3,7,mle,13.02802839229876
1.4b,2,3,7,pca,159.0
1.4b,2,3,7,pr,108.9290410906201
1.4b,2,3,7,2nn,16.26109245358616
1.4b,2,3,8,mle,13.017168597391308
1.4b,2,3,8,pca,156.0
1.4b,2,3,8,pr,107.0270499741533
1.4b,2,3,8,2nn,16.28770311263522
1.4b,2,3,9,mle,13.002093739179836
1.4b,2,3,9,pca,153.0
1.4b,2,3,9,pr,105.88396820268765
1.4b,2,3,9,2nn,16.22973389904514
1.4b,2,3,10,mle,12.990409819049457
1.4b,2,3,10,pca,150.0
1.4b,2,3,10,pr,104.30575703380768
1.4b,2,3,10,2nn,16.25453739507996
1.4b,2,3,11,mle,12.96793257384628
1.4b,2,3,11,pca,149.0
1.4b,2,3,11,pr,102.93628409101044
1.4b,2,3,11,2nn,16.233240556907177
1.4b,2,3,12,mle,12.970492084862673
1.4b,2,3,12,pca,148.0
1.4b,2,3,12,pr,101.71632824077379
1.4b,2,3,12,2nn,16.188221467692077
1.4b,2,3,13,mle,12.976408558007098
1.4b,2,3,13,pca,147.0
1.4b,2,3,13,pr,100.62690420054872
1.4b,2,3,13,2nn,16.140455391889272
1.4b,2,3,14,mle,12.973896009347618
1.4b,2,3,14,pca,147.0
1.4b,2,3,14,pr,99.72043614129878
1.4b,2,3,14,2nn,16.164907324311393
1.4b,2,3,15,mle,12.960450527781976
1.4b,2,3,15,pca,144.0
1.4b,2,3,15,pr,98.85267965976175
1.4b,2,3,15,2nn,16.13160810994138
1.4b,2,3,16,mle,12.966797860019016
1.4b,2,3,16,pca,143.0
1.4b,2,3,16,pr,97.9310251413832
1.4b,2,3,16,2nn,16.110742837983043
1.4b,2,3,17,mle,12.975115040642985
1.4b,2,3,17,pca,141.0
1.4b,2,3,17,pr,97.01321400994298
1.4b,2,3,17,2nn,16.12485506814507
1.4b,2,3,18,mle,12.96388842233467
1.4b,2,3,18,pca,139.0
1.4b,2,3,18,pr,96.24514910614023
1.4b,2,3,18,2nn,16.129024141289772
